"Date","Price","Open","High","Low","Vol.","Change %"
"06/16/2023","4.6300","4.6305","4.6680","4.5655","","0.26%"
"06/15/2023","4.6180","4.6025","4.6800","4.5475","","0.61%"
"06/14/2023","4.5900","4.6125","4.7695","4.5085","","-0.50%"
"06/13/2023","4.6130","4.6070","4.6930","4.5615","","0.39%"
"06/12/2023","4.5950","4.6685","4.7390","4.5795","","-1.01%"
"06/09/2023","4.6420","4.7190","4.7370","4.6210","","-1.36%"
"06/08/2023","4.7060","4.7425","4.7965","4.6300","","-0.79%"
"06/07/2023","4.7435","4.7585","4.7965","4.6755","","0.29%"
"06/06/2023","4.7300","4.8050","4.8335","4.6805","","-1.58%"
"06/05/2023","4.8060","4.7925","4.8335","4.6660","","0.54%"
"06/02/2023","4.7800","4.7775","4.8735","4.7040","","0.31%"
"06/01/2023","4.7650","4.7405","4.8390","4.7010","","0.78%"
"05/31/2023","4.7280","4.7625","4.8625","4.6860","","-7.78%"
"05/30/2023","5.1270","4.7975","5.1440","4.6850","","6.85%"
"05/29/2023","4.7985","4.8920","4.9505","4.6040","","-1.67%"
"05/26/2023","4.8800","4.8285","4.9240","4.7215","","1.33%"
"05/25/2023","4.8160","4.8155","4.8825","4.7590","","-0.01%"
"05/24/2023","4.8165","4.8185","4.9310","4.7600","","0.24%"
"05/23/2023","4.8050","4.8065","4.8765","4.7550","","0.23%"
"05/22/2023","4.7940","4.8250","4.8985","4.7695","","-0.64%"
"05/19/2023","4.8250","4.8140","4.8840","4.6990","","0.50%"
"05/18/2023","4.8010","4.8450","4.8770","4.7625","","0.06%"
"05/17/2023","4.7980","4.8000","4.8630","4.7350","","-0.06%"
"05/16/2023","4.8010","4.8410","4.9580","4.7510","","-0.83%"
"05/15/2023","4.8410","4.9955","5.0160","4.8145","","-3.25%"
"05/12/2023","5.0035","5.0710","5.1160","4.9200","","-0.19%"
"05/11/2023","5.0130","5.0770","5.1850","4.9960","","-0.99%"
"05/10/2023","5.0630","4.9555","5.1540","4.9005","","2.08%"
"05/09/2023","4.9600","4.9720","5.0335","4.8720","","0.02%"
"05/08/2023","4.9590","4.9650","5.1225","4.8725","","0.14%"
"05/05/2023","4.9520","4.9255","5.1150","4.8935","","0.63%"
"05/04/2023","4.9210","4.8680","5.0395","4.8320","","1.08%"
"05/03/2023","4.8685","4.8290","4.9855","4.8115","","1.09%"
"05/02/2023","4.8160","4.7920","4.9020","4.7660","","0.50%"
"05/01/2023","4.7920","4.8070","4.9165","4.7920","","-0.31%"
"04/28/2023","4.8070","4.7220","4.9570","4.6930","","1.78%"
"04/27/2023","4.7230","4.7360","4.8250","4.6955","","0.40%"
