"Date","Price","Open","High","Low","Vol.","Change %"
"06/13/2023","1.5942","1.5942","1.5986","1.5876","","0.05%"
"06/12/2023","1.5934","1.5939","1.5970","1.5905","","-0.06%"
"06/09/2023","1.5943","1.6054","1.6107","1.5934","","-0.67%"
"06/08/2023","1.6050","1.6080","1.6094","1.6013","","-0.16%"
"06/07/2023","1.6076","1.6027","1.6100","1.5973","","0.36%"
"06/06/2023","1.6019","1.6190","1.6213","1.6006","","-1.00%"
"06/05/2023","1.6181","1.6197","1.6244","1.6137","","-0.05%"
"06/02/2023","1.6189","1.6379","1.6396","1.6185","","-1.11%"
"06/01/2023","1.6370","1.6438","1.6474","1.6329","","-0.35%"
"05/31/2023","1.6428","1.6478","1.6521","1.6409","","-0.24%"
"05/30/2023","1.6467","1.6378","1.6482","1.6349","","0.59%"
"05/29/2023","1.6371","1.6410","1.6456","1.6365","","-0.50%"
"05/26/2023","1.6453","1.6481","1.6520","1.6424","","-0.18%"
"05/25/2023","1.6482","1.6428","1.6501","1.6401","","0.37%"
"05/24/2023","1.6422","1.6296","1.6477","1.6279","","0.80%"
"05/23/2023","1.6291","1.6251","1.6314","1.6225","","0.28%"
"05/22/2023","1.6245","1.6238","1.6315","1.6225","","0.04%"
"05/19/2023","1.6239","1.6275","1.6282","1.6195","","-0.19%"
"05/18/2023","1.6270","1.6279","1.6352","1.6252","","-0.01%"
"05/17/2023","1.6272","1.6319","1.6362","1.6236","","-0.26%"
"05/16/2023","1.6315","1.6229","1.6336","1.6211","","0.59%"
"05/15/2023","1.6220","1.6327","1.6354","1.6208","","-0.60%"
"05/12/2023","1.6318","1.6286","1.6351","1.6272","","0.21%"
"05/11/2023","1.6284","1.6202","1.6322","1.6174","","0.55%"
"05/10/2023","1.6195","1.6213","1.6255","1.6133","","-0.08%"
"05/09/2023","1.6208","1.6226","1.6263","1.6192","","-0.08%"
"05/08/2023","1.6221","1.6328","1.6359","1.6208","","-0.58%"
"05/05/2023","1.6316","1.6452","1.6466","1.6308","","-0.81%"
"05/04/2023","1.6449","1.6586","1.6673","1.6430","","-0.78%"
"05/03/2023","1.6578","1.6511","1.6599","1.6496","","0.46%"
"05/02/2023","1.6502","1.6550","1.6587","1.6352","","-0.30%"
"05/01/2023","1.6551","1.6676","1.6696","1.6501","","-0.59%"
"04/28/2023","1.6649","1.6638","1.6722","1.6601","","0.13%"
"04/27/2023","1.6627","1.6732","1.6739","1.6621","","-0.60%"
"04/26/2023","1.6727","1.6555","1.6793","1.6530","","1.03%"
"04/25/2023","1.6557","1.6494","1.6592","1.6483","","0.44%"
"04/24/2023","1.6484","1.6427","1.6518","1.6388","","0.40%"
"04/21/2023","1.6418","1.6273","1.6430","1.6252","","0.93%"
"04/20/2023","1.6267","1.6319","1.6365","1.6217","","-0.31%"
"04/19/2023","1.6318","1.6325","1.6350","1.6276","","0.07%"
"04/18/2023","1.6306","1.6311","1.6322","1.6242","","0.01%"
"04/17/2023","1.6305","1.6405","1.6418","1.6296","","-0.53%"
"04/14/2023","1.6392","1.6286","1.6408","1.6259","","0.71%"
"04/13/2023","1.6277","1.6433","1.6451","1.6262","","-0.91%"
"04/12/2023","1.6426","1.6406","1.6441","1.6308","","0.19%"
"04/11/2023","1.6395","1.6353","1.6415","1.6296","","0.27%"
"04/10/2023","1.6351","1.6374","1.6396","1.6329","","0.09%"
"04/07/2023","1.6337","1.6370","1.6397","1.6310","","-0.18%"
"04/06/2023","1.6366","1.6234","1.6394","1.6214","","0.86%"
